candidate_id,term_id,source_lang,target_lang,source_term,current_target_term,domain,priority,status,current_alias,current_note,problem_type,evidence_source,frequency,suggested_action,suggested_target_term,suggested_alias,suggested_priority,suggested_status,suggested_note,tcr_scope,acceptance_scope,owner,decision_status
TBV03-0222,th_0253,th,zh,ISO/TS 16949,ISO/TS 16949,vehicle_approval,medium,active,ISO/TS 16949,汽车行业质量管理体系标准,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0223,sv_0079,sv,zh,direktiv 2008/98/EG,2008/98/EC指令,environment_regulation,high,active,Waste Framework Directive,欧盟废弃物框架指令,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0224,sv_0080,sv,zh,förordning (EU) 2019/1021,欧盟法规2019/1021,environment_regulation,high,active,POPs Regulation,持久性有机污染物法规,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,strict,external_acceptance,杨杰康,candidate
TBV03-0225,sv_0081,sv,zh,PCDD/F,多氯二苯并二噁英/呋喃,environment_waste,high,active,dioxins and furans,危险废弃物浓度限值相关物质,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0226,sv_0199,sv,zh,förordning (EG) nr 1013/2006,欧盟第1013/2006号法规,transboundary_waste,high,active,EU Regulation 1013/2006,废弃物转移法规,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,strict,external_acceptance,杨杰康,candidate
TBV03-0227,sv_0229,sv,zh,R 2,溶剂再生/回收,rcode_dcode,high,active,solvent reclamation/regeneration,回收操作代码R2,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0228,sv_0230,sv,zh,R 3,有机物再循环/回收,rcode_dcode,high,active,recycling/reclamation of organic substances,回收操作代码R3，含堆肥和气化等,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0229,sv_0231,sv,zh,R 4,金属及金属化合物再循环/回收,rcode_dcode,high,active,recycling/reclamation of metals and metal compounds,回收操作代码R4,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0230,sv_0232,sv,zh,R 5,其他无机材料再循环/回收,rcode_dcode,high,active,recycling/reclamation of other inorganic materials,回收操作代码R5，含回填和土壤清洗,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0231,nl_0044,nl,zh,richtlijn 2006/66/EG,2006/66/EC指令,battery_regulation,high,active,Battery Directive,欧盟电池及废电池指令,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,strict,external_acceptance,杨杰康,candidate
TBV03-0232,nl_0045,nl,zh,Richtlijn 91/157/EEG,91/157/EEC指令,battery_regulation,medium,active,Directive 91/157/EEC,被2006/66/EC废止的旧电池指令,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0233,nl_0046,nl,zh,Richtlijn (EU) 2015/1535,欧盟2015/1535号指令,market_surveillance,medium,active,Directive EU 2015/1535,信息社会服务定义来源,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0234,nl_0150,nl,zh,financiering,融资/费用承担,battery_finance,high,active,financing,生产者承担回收处理信息等全部费用,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0235,pt_0038,pt,zh,ONU/UNECE,联合国/欧洲经济委员会,vehicle_approval,high,active,United Nations/ECE,巴西法规认可的国际技术法规体系,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,strict,external_acceptance,杨杰康,candidate
TBV03-0236,pt_0051,pt,zh,código de Marca/Modelo/Versão,品牌/型号/版本代码,vehicle_approval,high,active,MMV code,巴西车型项目适用日期判断核心术语,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,strict,external_acceptance,杨杰康,candidate
TBV03-0237,pt_0052,pt,zh,novo projeto,新项目/新车型项目,vehicle_approval,high,active,new project,从未获得品牌/型号/版本代码的车型,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,strict,external_acceptance,杨杰康,candidate
TBV03-0238,pt_0172,pt,zh,desligar,熄灭/关闭,vehicle_lighting,medium,active,switch off,灯具联动要求,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0239,pt_0193,pt,zh,motoneta,轻便摩托车/踏板摩托车,vehicle_category,high,active,motor scooter,巴西车型分类,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,strict,external_acceptance,杨杰康,candidate
TBV03-0240,pt_0205,pt,zh,Chassi/Cabine,底盘/驾驶室,vehicle_category,high,active,chassis/cab,后方报警监测豁免对象,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,strict,external_acceptance,杨杰康,candidate
TBV03-0241,pt_0301,pt,zh,arco,弧分/弧,testing,medium,active,arc,视觉角度单位语境,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0242,pt_0354,pt,zh,pulverização,喷射/喷雾,testing,medium,active,spraying,喷砂或喷水语境,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0243,pt_0421,pt,zh,acionamento,启用/操作,vehicle_control,high,active,activation,灯具或系统启动动作,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,relaxed,internal_diagnosis,杨杰康,candidate
TBV03-0244,vi_0016,vi,zh,QCVN 09:2024/BGTVT,越南国家技术规范QCVN 09:2024/BGTVT,vehicle_regulation,high,active,National Technical Regulation on Safety and Environmental Protection for Automobiles,汽车安全与环境保护国家技术规范,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,strict,external_acceptance,杨杰康,candidate
TBV03-0245,vi_0017,vi,zh,QCVN 09:2015/BGTVT,越南国家技术规范QCVN 09:2015/BGTVT,vehicle_regulation,medium,active,previous version,被QCVN 09:2024/BGTVT替代的旧版规范,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0246,vi_0020,vi,zh,Thông tư,通知/通函,general_regulation,high,active,Circular,越南部门规章文件类型,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,strict,external_acceptance,杨杰康,candidate
TBV03-0247,vi_0021,vi,zh,Thông tư số 48/2024/TT-BGTVT,第48/2024/TT-BGTVT号通知,general_regulation,high,active,Circular No. 48/2024/TT-BGTVT,QCVN 09:2024/BGTVT发布依据,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,strict,external_acceptance,杨杰康,candidate
TBV03-0248,vi_0056,vi,zh,khoảng cách trục,轴距/轴间距,vehicle_geometry,high,active,axle spacing;wheelbase,视上下文可指轴距或轴组轴间距,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,relaxed,internal_diagnosis,杨杰康,candidate
TBV03-0249,vi_0107,vi,zh,QCVN 34:2024/BGTVT,越南国家技术规范QCVN 34:2024/BGTVT,wheel_tire,high,active,tire regulation,轮胎合规依据,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,strict,external_acceptance,杨杰康,candidate
TBV03-0250,vi_0189,vi,zh,QCVN 109:2024/BGTVT,越南国家技术规范QCVN 109:2024/BGTVT,emissions,high,active,Level 5 Emissions,第5阶段排放要求依据,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,strict,external_acceptance,杨杰康,candidate
TBV03-0251,vi_0214,vi,zh,lít/100 km,升/100公里,energy_consumption,medium,active,liters per 100 km,汽油/柴油消耗单位,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0252,vi_0215,vi,zh,m3/100 km,立方米/100公里,energy_consumption,medium,active,cubic meters per 100 km,天然气/CNG消耗单位,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0253,vi_0216,vi,zh,kg/100 km,千克/100公里,energy_consumption,medium,active,kg per 100 km,氢消耗单位,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0254,vi_0217,vi,zh,Wh/km,瓦时/公里,energy_consumption,medium,active,watt-hour per km,电耗单位,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0255,ar_0020,ar,zh,تصحيح الأوضاع,整改状态/纠正状态,general_regulation,high,active,corrective status adjustment,供应商365天整改期相关术语,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,strict,external_acceptance,杨杰康,candidate
TBV03-0256,ar_0073,ar,zh,إعادة التصدير,退运/重新出口,customs,high,active,re-export,不合规产品处理方式之一,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,strict,external_acceptance,杨杰康,candidate
TBV03-0257,ar_0145,ar,zh,متصل جلفانياً,电流连接/电气连接,ev_safety,high,active,galvanically connected,外露导电部件与电气底盘连接要求,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,strict,external_acceptance,杨杰康,candidate
TBV03-0258,ar_0150,ar,zh,Ω/V,欧姆/伏,ev_safety,high,active,ohm per volt,绝缘电阻单位,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,strict,external_acceptance,杨杰康,candidate
TBV03-0259,ar_0156,ar,zh,الغمر بالماء,浸水/涉水,ev_safety,high,active,flooding/water exposure,防水保护场景之一,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,strict,external_acceptance,杨杰康,candidate
TBV03-0260,ar_0195,ar,zh,kWh/100km,千瓦时/100公里,ev_performance,high,active,kWh per 100 km,电动车能耗单位,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,strict,external_acceptance,杨杰康,candidate
TBV03-0261,ar_0216,ar,zh,المقبس,插座/车辆插口,ev_charging,medium,active,inlet/socket,Type 2组件之一，依上下文译为插座或车辆插口,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0262,ar_0227,ar,zh,التوافقية,互操作性/兼容性,ev_charging,high,active,interoperability/compatibility,充电接口统一目的,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,strict,external_acceptance,杨杰康,candidate
TBV03-0263,ar_0243,ar,zh,كم/ساعة,公里/小时,vehicle_performance,medium,active,km/h,设计速度单位,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0264,ar_0251,ar,zh,SASO GSO,沙特/海湾标准,standards,high,active,SASO GSO,沙特采用海湾标准编号,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,strict,external_acceptance,杨杰康,candidate
TBV03-0265,ar_0285,ar,zh,الجرارات,牵引车/拖拉机,customs,medium,active,tractors,海关税则8701相关类别,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0266,ms_0066,ms,zh,NGV,天然气汽车/天然气车辆,fuel_system,high,active,Natural Gas Vehicle,燃料系统技术资料项,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,strict,external_acceptance,杨杰康,candidate
TBV03-0267,ms_0071,ms,zh,portfolio,资料夹/申请资料包,vehicle_approval,medium,active,portfolio,VTA需提交两份资料包,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0268,ms_0123,ms,zh,pemeriksaan fizikal,实车检查/物理检查,vehicle_inspection,high,active,physical inspection,按提交清单核验车辆,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,strict,external_acceptance,杨杰康,candidate
TBV03-0269,ms_0133,ms,zh,penuh,加满/满,fuel_system,medium,active,full,燃油箱试驾要求,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0270,ms_0134,ms,zh,nombor perdagangan,试车牌/贸易牌照,vehicle_registration,high,active,trade plate,所有类别包括摩托车需提供,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0271,ms_0135,ms,zh,plat perdagangan,试车牌/贸易牌照,vehicle_registration,high,active,trade plates,同义表达，统一译法,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0272,ms_0138,ms,zh,pembentangan teknikal,技术说明/技术演示,vehicle_inspection,high,active,technical presentation,制造商向检查官说明技术规格,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,strict,external_acceptance,杨杰康,candidate
TBV03-0273,ms_0171,ms,zh,pengubahsuaian,改装/变更,vehicle_approval,high,active,modification,与VTA文件不同需14天内通知,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,strict,external_acceptance,杨杰康,candidate
TBV03-0274,ms_0176,ms,zh,dikuatkuasakan,已实施/已强制执行,general_regulation,high,active,enforced,UN法规实施状态,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,strict,external_acceptance,杨杰康,candidate
TBV03-0275,ms_0227,ms,zh,rangka berasingan,非承载式车架/独立车架,vehicle_structure,medium,active,separate frame,M/N类车身结构类型,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0276,ms_0261,ms,zh,berat,重量/质量,vehicle_weight,high,active,weight,技术规格类别,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,strict,external_acceptance,杨杰康,candidate
TBV03-0277,ms_0280,ms,zh,Wh/100km,瓦时/100公里,ev_powertrain,medium,active,Wh per 100 km,电动车能耗单位,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0278,ms_0315,ms,zh,cermin,玻璃/后视镜,vehicle_safety,medium,active,glass;mirror,需按上下文判断，R43为玻璃，R46为后视镜,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
